team1,team2,score1,score2,event,date,match_url,winner,rank1,rank2
Tricked,ECSTATIC,0,2,Digital Crusade DraculaN Season 3,Results for November 22nd 2025,https://www.hltv.org/matches/2388204/tricked-vs-ecstatic-digital-crusade-draculan-season-3,ECSTATIC,59,50
Nemiga,Oramond,1,2,JB Pro League Season 1,Results for November 22nd 2025,https://www.hltv.org/matches/2388261/nemiga-vs-oramond-jb-pro-league-season-1,Oramond,55,51
Inner Circle,GenOne,2,0,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388202/inner-circle-vs-genone-digital-crusade-draculan-season-3,Inner Circle,44,56
FUT,Friendly Campers,2,0,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388201/fut-vs-friendly-campers-digital-crusade-draculan-season-3,FUT,14,62
Passion UA,GenOne,2,0,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388195/passion-ua-vs-genone-digital-crusade-draculan-season-3,Passion UA,17,56
Tricked,illwill,2,0,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388198/tricked-vs-illwill-digital-crusade-draculan-season-3,Tricked,59,46
Alliance,ARCRED,2,0,JB Pro League Season 1,Results for November 21st 2025,https://www.hltv.org/matches/2388258/alliance-vs-arcred-jb-pro-league-season-1,Alliance,76,60
UNiTY,FUT,1,2,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388193/unity-vs-fut-digital-crusade-draculan-season-3,FUT,91,14
EYEBALLERS,CYBERSHOKE,2,1,CCT Season 3 Europe Series 11,Results for November 21st 2025,https://www.hltv.org/matches/2387831/eyeballers-vs-cybershoke-cct-season-3-europe-series-11,EYEBALLERS,34,58
Betclic,Inner Circle,0,1,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388194/betclic-vs-inner-circle-digital-crusade-draculan-season-3,Inner Circle,93,44
Inner Circle,illwill,9,13,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388190/inner-circle-vs-illwill-digital-crusade-draculan-season-3,illwill,44,46
ECSTATIC,UNiTY,13,3,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388187/ecstatic-vs-unity-digital-crusade-draculan-season-3,ECSTATIC,50,91
Betclic,Tricked,0,1,Digital Crusade DraculaN Season 3,Results for November 21st 2025,https://www.hltv.org/matches/2388189/betclic-vs-tricked-digital-crusade-draculan-season-3,Tricked,93,59
9z,Gaimin Gladiators,2,3,ESL Challenger League Season 50 South America Finals,Results for November 21st 2025,https://www.hltv.org/matches/2388222/9z-vs-gaimin-gladiators-esl-challenger-league-season-50-south-america-finals,Gaimin Gladiators,42,64
BetBoom,JiJieHao,2,1,CCT Season 3 Europe Series 11,Results for November 20th 2025,https://www.hltv.org/matches/2387830/betboom-vs-jijiehao-cct-season-3-europe-series-11,BetBoom,32,79
PARIVISION,SINNERS,3,0,ESL Challenger League Season 50 Europe Finals,Results for November 20th 2025,https://www.hltv.org/matches/2388219/parivision-vs-sinners-esl-challenger-league-season-50-europe-finals,PARIVISION,6,65
Rare Atom,Lynn Vision,2,3,ESL Challenger League Season 50 Asia-Pacific Finals,Results for November 20th 2025,https://www.hltv.org/matches/2388216/rare-atom-vs-lynn-vision-esl-challenger-league-season-50-asia-pacific-finals,Lynn Vision,72,36
BC.Game,FORZE Reload,2,0,JB Pro League Season 1,Results for November 20th 2025,https://www.hltv.org/matches/2388254/bcgame-vs-forze-reload-jb-pro-league-season-1,BC.Game,26,90
ASTRAL,Lazer Cats,2,1,Digital Crusade DraculaN Season 3,Results for November 20th 2025,https://www.hltv.org/matches/2388178/astral-vs-lazer-cats-digital-crusade-draculan-season-3,ASTRAL,87,92
CYBERSHOKE,Oramond,1,2,JB Pro League Season 1,Results for November 20th 2025,https://www.hltv.org/matches/2388260/cybershoke-vs-oramond-jb-pro-league-season-1,Oramond,58,51
BC.Game,K27,1,2,CCT Season 3 Europe Series 11,Results for November 20th 2025,https://www.hltv.org/matches/2387828/bcgame-vs-k27-cct-season-3-europe-series-11,K27,26,40
Betclic,JiJieHao,0,1,Galaxy Battle 2025 Phase 5,Results for November 20th 2025,https://www.hltv.org/matches/2387460/betclic-vs-jijiehao-galaxy-battle-2025-phase-5,JiJieHao,93,79
Tricked,ASTRAL,13,8,Digital Crusade DraculaN Season 3,Results for November 20th 2025,https://www.hltv.org/matches/2388166/tricked-vs-astral-digital-crusade-draculan-season-3,Tricked,59,87
BESTIA,Gaimin Gladiators,1,2,ESL Challenger League Season 50 South America Finals,Results for November 20th 2025,https://www.hltv.org/matches/2388221/bestia-vs-gaimin-gladiators-esl-challenger-league-season-50-south-america-finals,Gaimin Gladiators,37,64
SINNERS,Friendly Campers,2,0,ESL Challenger League Season 50 Europe Finals,Results for November 19th 2025,https://www.hltv.org/matches/2388218/sinners-vs-friendly-campers-esl-challenger-league-season-50-europe-finals,SINNERS,65,62
Lynn Vision,Chinggis Warriors,2,0,ESL Challenger League Season 50 Asia-Pacific Finals,Results for November 19th 2025,https://www.hltv.org/matches/2388215/lynn-vision-vs-chinggis-warriors-esl-challenger-league-season-50-asia-pacific-finals,Lynn Vision,36,83
PARIVISION,BC.Game,2,0,ESL Challenger League Season 50 Europe Finals,Results for November 18th 2025,https://www.hltv.org/matches/2388217/parivision-vs-bcgame-esl-challenger-league-season-50-europe-finals,PARIVISION,6,26
JiJieHao,K27,0,2,CCT Season 3 Europe Series 11,Results for November 18th 2025,https://www.hltv.org/matches/2387821/jijiehao-vs-k27-cct-season-3-europe-series-11,K27,79,40
Voca,Marsborne,2,0,PrizePicks NA Revival Series 11,Results for November 16th 2025,https://www.hltv.org/matches/2388027/voca-vs-marsborne-prizepicks-na-revival-series-11,Voca,49,53
SINNERS,Monte,2,0,ESL Challenger League Season 50 Europe Cup 4,Results for November 16th 2025,https://www.hltv.org/matches/2387233/sinners-vs-monte-esl-challenger-league-season-50-europe-cup-4,SINNERS,65,31
ARCRED,Sangal,1,2,Galaxy Battle 2025 Phase 5,Results for November 16th 2025,https://www.hltv.org/matches/2387454/arcred-vs-sangal-galaxy-battle-2025-phase-5,Sangal,60,97
FAVBET,Nuclear TigeRES,0,2,CCT Season 3 Europe Series 11,Results for November 16th 2025,https://www.hltv.org/matches/2387815/favbet-vs-nuclear-tigeres-cct-season-3-europe-series-11,Nuclear TigeRES,68,43
FURIA,Falcons,3,1,BLAST Rivals 2025 Season 2,Results for November 16th 2025,https://www.hltv.org/matches/2387550/furia-vs-falcons-blast-rivals-2025-season-2,FURIA,2,3
Rare Atom,Lynn Vision,1,2,Perfect World CS Challenge Series 2,Results for November 16th 2025,https://www.hltv.org/matches/2387850/rare-atom-vs-lynn-vision-perfect-world-cs-challenge-series-2,Lynn Vision,72,36
Gentle Mates,9INE,2,0,Perfect World CS Challenge Series 2,Results for November 16th 2025,https://www.hltv.org/matches/2387849/gentle-mates-vs-9ine-perfect-world-cs-challenge-series-2,Gentle Mates,27,41
Sharks,9z,0,2,ESL Challenger League Season 50 South America Cup 4,Results for November 16th 2025,https://www.hltv.org/matches/2387277/sharks-vs-9z-esl-challenger-league-season-50-south-america-cup-4,9z,39,42
9z,BESTIA,0,1,CCT Season 3 South America Series 6,Results for November 15th 2025,https://www.hltv.org/matches/2387691/9z-vs-bestia-cct-season-3-south-america-series-6,BESTIA,42,37
BESTIA,Gaimin Gladiators,2,0,CCT Season 3 South America Series 6,Results for November 15th 2025,https://www.hltv.org/matches/2387690/bestia-vs-gaimin-gladiators-cct-season-3-south-america-series-6,BESTIA,37,64
Sharks,Fake do Biru,2,0,CBCS Masters Xeque Mate 2025 Finals,Results for November 15th 2025,https://www.hltv.org/matches/2388004/sharks-vs-fake-do-biru-cbcs-masters-xeque-mate-2025-finals,Sharks,39,100
9z,ODDIK,2,0,CCT Season 3 South America Series 6,Results for November 15th 2025,https://www.hltv.org/matches/2387689/9z-vs-oddik-cct-season-3-south-america-series-6,9z,42,47
Johnny Speeds,EYEBALLERS,0,2,Svenska Cupen 2025,Results for November 15th 2025,https://www.hltv.org/matches/2387999/johnny-speeds-vs-eyeballers-svenska-cupen-2025,EYEBALLERS,73,34
Falcons,Vitality,2,0,BLAST Rivals 2025 Season 2,Results for November 15th 2025,https://www.hltv.org/matches/2387549/falcons-vs-vitality-blast-rivals-2025-season-2,Falcons,3,1
FURIA,paiN,2,0,BLAST Rivals 2025 Season 2,Results for November 15th 2025,https://www.hltv.org/matches/2387548/furia-vs-pain-blast-rivals-2025-season-2,FURIA,2,18
9INE,Lynn Vision,0,2,Perfect World CS Challenge Series 2,Results for November 15th 2025,https://www.hltv.org/matches/2387848/9ine-vs-lynn-vision-perfect-world-cs-challenge-series-2,Lynn Vision,41,36
Gentle Mates,Rare Atom,1,2,Perfect World CS Challenge Series 2,Results for November 15th 2025,https://www.hltv.org/matches/2387847/gentle-mates-vs-rare-atom-perfect-world-cs-challenge-series-2,Rare Atom,27,72
Marsborne,Voca,2,0,ESL Challenger League Season 50 North America Cup 4,Results for November 15th 2025,https://www.hltv.org/matches/2387318/marsborne-vs-voca-esl-challenger-league-season-50-north-america-cup-4,Marsborne,53,49
ODDIK,Fake do Biru,2,0,CCT Season 3 South America Series 6,Results for November 15th 2025,https://www.hltv.org/matches/2387688/oddik-vs-fake-do-biru-cct-season-3-south-america-series-6,ODDIK,47,100
Bounty Hunters,9z,0,2,ESL Challenger League Season 50 South America Cup 4,Results for November 15th 2025,https://www.hltv.org/matches/2387276/bounty-hunters-vs-9z-esl-challenger-league-season-50-south-america-cup-4,9z,88,42
Alliance,EYEBALLERS,2,0,Svenska Cupen 2025,Results for November 14th 2025,https://www.hltv.org/matches/2387997/alliance-vs-eyeballers-svenska-cupen-2025,Alliance,76,34
Oramond,JiJieHao,2,1,CCT Season 3 Europe Series 11,Results for November 14th 2025,https://www.hltv.org/matches/2387809/oramond-vs-jijiehao-cct-season-3-europe-series-11,Oramond,51,79
BESTIA,Bounty Hunters,1,0,CCT Season 3 South America Series 6,Results for November 14th 2025,https://www.hltv.org/matches/2387687/bestia-vs-bounty-hunters-cct-season-3-south-america-series-6,BESTIA,37,88
Sharks,Gaimin Gladiators,1,2,CCT Season 3 South America Series 6,Results for November 14th 2025,https://www.hltv.org/matches/2387686/sharks-vs-gaimin-gladiators-cct-season-3-south-america-series-6,Gaimin Gladiators,39,64
CYBERSHOKE,FORZE Reload,2,0,Galaxy Battle 2025 Phase 5,Results for November 14th 2025,https://www.hltv.org/matches/2387450/cybershoke-vs-forze-reload-galaxy-battle-2025-phase-5,CYBERSHOKE,58,90
Spirit,Vitality,1,2,BLAST Rivals 2025 Season 2,Results for November 14th 2025,https://www.hltv.org/matches/2387547/spirit-vs-vitality-blast-rivals-2025-season-2,Vitality,5,1
Passion UA,paiN,0,2,BLAST Rivals 2025 Season 2,Results for November 14th 2025,https://www.hltv.org/matches/2387546/passion-ua-vs-pain-blast-rivals-2025-season-2,paiN,17,18
9z,Sharks,1,2,ESL Challenger League Season 50 South America Cup 4,Results for November 14th 2025,https://www.hltv.org/matches/2387275/9z-vs-sharks-esl-challenger-league-season-50-south-america-cup-4,Sharks,42,39
Nuclear TigeRES,Monte,2,0,NODWIN Clutch Series 2,Results for November 13th 2025,https://www.hltv.org/matches/2387643/nuclear-tigeres-vs-monte-nodwin-clutch-series-2,Nuclear TigeRES,43,31
ShindeN,Bounty Hunters,0,2,CCT Season 3 South America Series 6,Results for November 13th 2025,https://www.hltv.org/matches/2387681/shinden-vs-bounty-hunters-cct-season-3-south-america-series-6,Bounty Hunters,71,88
FURIA,Vitality,2,1,BLAST Rivals 2025 Season 2,Results for November 13th 2025,https://www.hltv.org/matches/2387545/furia-vs-vitality-blast-rivals-2025-season-2,FURIA,2,1
JiJieHao,Nuclear TigeRES,0,2,NODWIN Clutch Series 2,Results for November 13th 2025,https://www.hltv.org/matches/2387641/jijiehao-vs-nuclear-tigeres-nodwin-clutch-series-2,Nuclear TigeRES,79,43
paiN,TYLOO,2,1,BLAST Rivals 2025 Season 2,Results for November 13th 2025,https://www.hltv.org/matches/2387544/pain-vs-tyloo-blast-rivals-2025-season-2,paiN,18,30
Passion UA,Falcons,0,2,BLAST Rivals 2025 Season 2,Results for November 13th 2025,https://www.hltv.org/matches/2387543/passion-ua-vs-falcons-blast-rivals-2025-season-2,Falcons,17,3
Marsborne,BOSS,2,0,ESL Challenger League Season 50 North America Cup 4,Results for November 13th 2025,https://www.hltv.org/matches/2387316/marsborne-vs-boss-esl-challenger-league-season-50-north-america-cup-4,Marsborne,53,94
The MongolZ,Spirit,0,2,BLAST Rivals 2025 Season 2,Results for November 13th 2025,https://www.hltv.org/matches/2387542/the-mongolz-vs-spirit-blast-rivals-2025-season-2,Spirit,10,5
BESTIA,Bounty Hunters,1,2,ESL Challenger League Season 50 South America Cup 4,Results for November 13th 2025,https://www.hltv.org/matches/2387274/bestia-vs-bounty-hunters-esl-challenger-league-season-50-south-america-cup-4,Bounty Hunters,37,88
EYEBALLERS,Johnny Speeds,1,2,Svenska Cupen 2025,Results for November 13th 2025,https://www.hltv.org/matches/2387994/eyeballers-vs-johnny-speeds-svenska-cupen-2025,Johnny Speeds,34,73
Monte,Nemiga,2,1,ESL Challenger League Season 50 Europe Cup 4,Results for November 12th 2025,https://www.hltv.org/matches/2387228/monte-vs-nemiga-esl-challenger-league-season-50-europe-cup-4,Monte,31,55
K27,Nuclear TigeRES,0,2,NODWIN Clutch Series 2,Results for November 12th 2025,https://www.hltv.org/matches/2387639/k27-vs-nuclear-tigeres-nodwin-clutch-series-2,Nuclear TigeRES,40,43
Vitality,TYLOO,2,1,BLAST Rivals 2025 Season 2,Results for November 12th 2025,https://www.hltv.org/matches/2387506/vitality-vs-tyloo-blast-rivals-2025-season-2,Vitality,1,30
Monte,CYBERSHOKE,2,1,NODWIN Clutch Series 2,Results for November 12th 2025,https://www.hltv.org/matches/2387637/monte-vs-cybershoke-nodwin-clutch-series-2,Monte,31,58
FURIA,paiN,2,1,BLAST Rivals 2025 Season 2,Results for November 12th 2025,https://www.hltv.org/matches/2387505/furia-vs-pain-blast-rivals-2025-season-2,FURIA,2,18
Spirit,Falcons,0,2,BLAST Rivals 2025 Season 2,Results for November 12th 2025,https://www.hltv.org/matches/2387504/spirit-vs-falcons-blast-rivals-2025-season-2,Falcons,5,3
The MongolZ,Passion UA,1,2,BLAST Rivals 2025 Season 2,Results for November 12th 2025,https://www.hltv.org/matches/2387503/the-mongolz-vs-passion-ua-blast-rivals-2025-season-2,Passion UA,10,17
Bounty Hunters,ShindeN,2,1,ESL Challenger League Season 50 South America Cup 4,Results for November 12th 2025,https://www.hltv.org/matches/2387272/bounty-hunters-vs-shinden-esl-challenger-league-season-50-south-america-cup-4,Bounty Hunters,88,71
1win,Nemiga,0,2,ESL Challenger League Season 50 Europe Cup 4,Results for November 11th 2025,https://www.hltv.org/matches/2387226/1win-vs-nemiga-esl-challenger-league-season-50-europe-cup-4,Nemiga,77,55
SINNERS,Monte,2,0,ESL Challenger League Season 50 Europe Cup 4,Results for November 11th 2025,https://www.hltv.org/matches/2387225/sinners-vs-monte-esl-challenger-league-season-50-europe-cup-4,SINNERS,65,31
Betclic,FORZE Reload,1,2,Galaxy Battle 2025 Phase 5,Results for November 11th 2025,https://www.hltv.org/matches/2387442/betclic-vs-forze-reload-galaxy-battle-2025-phase-5,FORZE Reload,93,90
Nemiga,JiJieHao,0,2,NODWIN Clutch Series 2,Results for November 11th 2025,https://www.hltv.org/matches/2387634/nemiga-vs-jijiehao-nodwin-clutch-series-2,JiJieHao,55,79
Voca,Marsborne,2,0,ESL Challenger League Season 50 North America Cup 4,Results for November 11th 2025,https://www.hltv.org/matches/2387311/voca-vs-marsborne-esl-challenger-league-season-50-north-america-cup-4,Voca,49,53
Sharks,ShindeN,2,1,ESL Challenger League Season 50 South America Cup 4,Results for November 11th 2025,https://www.hltv.org/matches/2387269/sharks-vs-shinden-esl-challenger-league-season-50-south-america-cup-4,Sharks,39,71
K27,Sangal,2,0,ESL Challenger League Season 50 Europe Cup 4,Results for November 10th 2025,https://www.hltv.org/matches/2387223/k27-vs-sangal-esl-challenger-league-season-50-europe-cup-4,K27,40,97
Monte,Oramond,2,0,NODWIN Clutch Series 2,Results for November 10th 2025,https://www.hltv.org/matches/2387630/monte-vs-oramond-nodwin-clutch-series-2,Monte,31,51
GenOne,Nuclear TigeRES,1,2,CCT Season 3 Europe Series 11 Closed Qualifier,Results for November 10th 2025,https://www.hltv.org/matches/2387790/genone-vs-nuclear-tigeres-cct-season-3-europe-series-11-closed-qualifier,Nuclear TigeRES,56,43
M80,NRG,2,3,Fragadelphia Ultra Mega Jersey 2025,Results for November 10th 2025,https://www.hltv.org/matches/2387984/m80-vs-nrg-fragadelphia-ultra-mega-jersey-2025,NRG,24,19
Sharks,Fluxo,1,3,Circuit X Retake São Paulo 2025,Results for November 10th 2025,https://www.hltv.org/matches/2387759/sharks-vs-fluxo-circuit-x-retake-so-paulo-2025,Fluxo,39,66
Oramond,Nuclear TigeRES,2,1,CCT Season 3 Europe Series 10,Results for November 9th 2025,https://www.hltv.org/matches/2387097/oramond-vs-nuclear-tigeres-cct-season-3-europe-series-10,Oramond,51,43
FORZE Reload,Ursa,0,2,ESEA Advanced Season 55 Europe,Results for November 9th 2025,https://www.hltv.org/matches/2387950/forze-reload-vs-ursa-esea-advanced-season-55-europe,Ursa,90,85
M80,Marsborne,2,0,Fragadelphia Ultra Mega Jersey 2025,Results for November 9th 2025,https://www.hltv.org/matches/2387982/m80-vs-marsborne-fragadelphia-ultra-mega-jersey-2025,M80,24,53
JiJieHao,GenOne,2,1,NODWIN Clutch Series 2,Results for November 9th 2025,https://www.hltv.org/matches/2387628/jijiehao-vs-genone-nodwin-clutch-series-2,JiJieHao,79,56
Nemiga,Oramond,1,2,CCT Season 3 Europe Series 10,Results for November 9th 2025,https://www.hltv.org/matches/2387095/nemiga-vs-oramond-cct-season-3-europe-series-10,Oramond,55,51
Vitality,FURIA,0,3,IEM Chengdu 2025,Results for November 9th 2025,https://www.hltv.org/matches/2387414/vitality-vs-furia-iem-chengdu-2025,FURIA,1,2
MOUZ,Falcons,1,2,IEM Chengdu 2025,Results for November 9th 2025,https://www.hltv.org/matches/2387413/mouz-vs-falcons-iem-chengdu-2025,Falcons,4,3
Imperial,Sharks,1,2,Circuit X Retake São Paulo 2025,Results for November 9th 2025,https://www.hltv.org/matches/2387756/imperial-vs-sharks-circuit-x-retake-so-paulo-2025,Sharks,23,39
EYEBALLERS,BetBoom,2,1,Red Bull GIBAWAY JOURNEY 2025,Results for November 8th 2025,https://www.hltv.org/matches/2387929/eyeballers-vs-betboom-red-bull-gibaway-journey-2025,EYEBALLERS,34,32
Nemiga,FAVBET,2,1,CCT Season 3 Europe Series 10,Results for November 8th 2025,https://www.hltv.org/matches/2387094/nemiga-vs-favbet-cct-season-3-europe-series-10,Nemiga,55,68
Fluxo,9z,2,0,Circuit X Retake São Paulo 2025,Results for November 8th 2025,https://www.hltv.org/matches/2387754/fluxo-vs-9z-circuit-x-retake-so-paulo-2025,Fluxo,66,42
Sharks,Gaimin Gladiators,2,1,Circuit X Retake São Paulo 2025,Results for November 8th 2025,https://www.hltv.org/matches/2387753/sharks-vs-gaimin-gladiators-circuit-x-retake-so-paulo-2025,Sharks,39,64
